Date,Team,Player,Relinquished,Notes,EstimatedDaysOut,Year,Month,YearMonth,DurationCategory,InjuryKeyword,EstimatedDaysOutFromNotes,Injury_Start,Injury_End,Actual_Duration_Days,InSeason_Duration_Days,DayOfWeek
2/15/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right quadriceps tendon injury,,2024,February,2024-02,other / unspecified,quad,,2/1/2019,2/3/2019,2,3,Thursday
2/29/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right quadriceps tendon injury,,2024,February,2024-02,other / unspecified,quad,,2/1/2019,2/3/2019,2,3,Thursday
3/11/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right quadriceps tendinitis,,2024,March,2024-03,other / unspecified,quad,,2/1/2019,2/3/2019,2,3,Monday
4/4/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right quadriceps tendinitis (out for season),,2024,April,2024-04,out for season,quad,180,2/1/2019,2/3/2019,2,3,Thursday
10/21/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with hamstring injury,,2024,October,2024-10,other / unspecified,hamstring,,2/1/2019,2/3/2019,2,3,Monday
3/4/2025,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with sprained left ankle,,2025,March,2025-03,other / unspecified,ankle,,2/1/2019,2/3/2019,2,3,Tuesday
4/13/2025,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with back injury,,2025,April,2025-04,other / unspecified,back,,2/1/2019,2/3/2019,2,3,Sunday
10/28/2015,Grizzlies,Jarnell Stokes,Jarnell Stokes,placed on IL,,2015,October,2015-10,other / unspecified,Other,,10/28/2015,11/5/2015,8,9,Wednesday
11/17/2015,Heat,Jarnell Stokes,Jarnell Stokes,placed on IL,,2015,November,2015-11,other / unspecified,Other,,11/17/2015,11/30/2015,13,14,Tuesday
12/3/2015,Heat,Jarnell Stokes,Jarnell Stokes,placed on IL,,2015,December,2015-12,other / unspecified,Other,,11/17/2015,11/30/2015,13,14,Thursday
12/28/2015,Heat,Jarnell Stokes,Jarnell Stokes,placed on IL,,2015,December,2015-12,other / unspecified,Other,,11/17/2015,11/30/2015,13,14,Monday
1/11/2016,Heat,Jarnell Stokes,Jarnell Stokes,placed on IL,,2016,January,2016-01,other / unspecified,Other,,11/17/2015,11/30/2015,13,14,Monday
11/5/2016,Nuggets,Jarnell Stokes,Jarnell Stokes,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/5/2016,11/8/2016,3,4,Saturday
11/12/2016,Nuggets,Jarnell Stokes,Jarnell Stokes,placed on IL with right foot injury,,2016,November,2016-11,other / unspecified,foot,,11/5/2016,11/8/2016,3,4,Saturday
10/16/2018,Nuggets,Jarred Vanderbilt,Jarred Vanderbilt,right foot injury (DTD),,2018,October,2018-10,day-to-day,foot,3,10/17/2018,1/25/2019,100,101,Tuesday
10/17/2018,Nuggets,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with right foot injury,,2018,October,2018-10,other / unspecified,foot,,10/17/2018,1/25/2019,100,101,Wednesday
11/29/2021,Timberwolves,Jarred Vanderbilt,Jarred Vanderbilt,flu (DTD),,2021,November,2021-11,day-to-day,Other,3,11/29/2021,12/1/2021,2,3,Monday
12/20/2021,Timberwolves,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,11/29/2021,12/1/2021,2,3,Monday
3/9/2022,Timberwolves,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with bruised left quadricep,,2022,March,2022-03,other / unspecified,quad,,11/29/2021,12/1/2021,2,3,Wednesday
3/12/2022,Timberwolves,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with bruised left quadricep,,2022,March,2022-03,other / unspecified,quad,,11/29/2021,12/1/2021,2,3,Saturday
11/6/2022,Jazz,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with right adductor injury,,2022,November,2022-11,other / unspecified,Other,,11/6/2022,11/9/2022,3,4,Sunday
2/6/2023,Jazz,Jarred Vanderbilt,Jarred Vanderbilt,back spasms (DTD),,2023,February,2023-02,day-to-day,back,3,11/6/2022,11/9/2022,3,4,Monday
10/23/2023,Lakers,Jarred Vanderbilt,Jarred Vanderbilt,sore left heel (DTD),,2023,October,2023-10,day-to-day,Other,3,10/23/2023,12/1/2023,39,40,Monday
12/12/2023,Lakers,Jarred Vanderbilt,Jarred Vanderbilt,lower back spasms (DTD),,2023,December,2023-12,day-to-day,back,3,10/23/2023,12/1/2023,39,40,Tuesday
2/2/2024,Lakers,Jarred Vanderbilt,Jarred Vanderbilt,foot injury (out indefinitely),,2024,February,2024-02,indefinitely,foot,30,10/23/2023,12/1/2023,39,40,Friday
2/5/2024,Lakers,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with foot injury,,2024,February,2024-02,other / unspecified,foot,,10/23/2023,12/1/2023,39,40,Monday
10/22/2024,Lakers,Jarred Vanderbilt,Jarred Vanderbilt,placed on IL with right foot injury,,2024,October,2024-10,other / unspecified,foot,,10/23/2023,12/1/2023,39,40,Tuesday
3/20/2025,Lakers,Jarred Vanderbilt,Jarred Vanderbilt,groin injury (DTD),,2025,March,2025-03,day-to-day,groin,3,10/23/2023,12/1/2023,39,40,Thursday
12/23/2020,Jazz,Jarrell Brantley,Jarrell Brantley,placed on IL,,2020,December,2020-12,other / unspecified,Other,,12/23/2020,1/12/2021,20,21,Wednesday
10/31/2017,Nets,Jarrett Allen,Jarrett Allen,strained left foot (DTD),,2017,October,2017-10,day-to-day,foot,3,11/6/2017,11/14/2017,8,9,Tuesday
11/6/2017,Nets,Jarrett Allen,Jarrett Allen,placed on IL with strained left foot,,2017,November,2017-11,other / unspecified,foot,,11/6/2017,11/14/2017,8,9,Monday
3/13/2018,Nets,Jarrett Allen,Jarrett Allen,sore left foot (DTD),,2018,March,2018-03,day-to-day,foot,3,11/6/2017,11/14/2017,8,9,Tuesday
11/12/2018,Nets,Jarrett Allen,Jarrett Allen,illness (DTD),,2018,November,2018-11,day-to-day,illness,3,11/6/2017,11/14/2017,8,9,Monday
8/10/2020,Nets,Jarrett Allen,Jarrett Allen,sprained left ankle (DTD),,2020,August,2020-08,day-to-day,ankle,3,11/6/2017,11/14/2017,8,9,Monday
1/13/2021,Nets,Jarrett Allen,Jarrett Allen,placed on IL,,2021,January,2021-01,other / unspecified,Other,,11/6/2017,11/14/2017,8,9,Wednesday
3/27/2021,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with concussion,,2021,March,2021-03,concussion protocol,concussion,7,3/27/2021,4/13/2021,17,18,Saturday
11/15/2021,Cavaliers,Jarrett Allen,Jarrett Allen,illness (DTD),,2021,November,2021-11,day-to-day,illness,3,3/27/2021,4/13/2021,17,18,Monday
11/17/2021,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with illness,,2021,November,2021-11,other / unspecified,illness,,3/27/2021,4/13/2021,17,18,Wednesday
12/19/2021,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,3/27/2021,4/13/2021,17,18,Sunday
1/24/2022,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with illness,,2022,January,2022-01,other / unspecified,illness,,3/27/2021,4/13/2021,17,18,Monday
3/7/2022,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with fractured finger (out for season),,2022,March,2022-03,out for season,finger,180,3/27/2021,4/13/2021,17,18,Monday
11/13/2022,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with sore left ankle,,2022,November,2022-11,other / unspecified,ankle,,3/27/2021,4/13/2021,17,18,Sunday
11/27/2022,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with bruised lower back,,2022,November,2022-11,other / unspecified,back,,3/27/2021,4/13/2021,17,18,Sunday
3/12/2023,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with right eye injury,,2023,March,2023-03,other / unspecified,Other,,3/27/2021,4/13/2021,17,18,Sunday
3/28/2023,Cavaliers,Jarrett Allen,Jarrett Allen,strained right groin (DTD),,2023,March,2023-03,day-to-day,groin,3,3/27/2021,4/13/2021,17,18,Tuesday
3/31/2023,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with strained right groin,,2023,March,2023-03,other / unspecified,groin,,3/27/2021,4/13/2021,17,18,Friday
4/5/2023,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with strained right groin,,2023,April,2023-04,other / unspecified,groin,,3/27/2021,4/13/2021,17,18,Wednesday
10/24/2023,Cavaliers,Jarrett Allen,Jarrett Allen,placed on IL with bone bruise in left ankle,,2023,October,2023-10,other / unspecified,ankle,,3/27/2021,4/13/2021,17,18,Tuesday
4/30/2024,Cavaliers,Jarrett Allen,Jarrett Allen,bruised rib (out for season),,2024,April,2024-04,out for season,rib,180,3/27/2021,4/13/2021,17,18,Tuesday
12/18/2019,Timberwolves,Jarrett Culver,Jarrett Culver,illness (DTD),,2019,December,2019-12,day-to-day,illness,3,12/18/2019,12/20/2019,2,3,Wednesday
1/26/2021,Timberwolves,Jarrett Culver,Jarrett Culver,placed on IL with sprained left ankle,,2021,January,2021-01,other / unspecified,ankle,,12/18/2019,12/20/2019,2,3,Tuesday
3/11/2021,Timberwolves,Jarrett Culver,Jarrett Culver,left big toe injury (DTD),,2021,March,2021-03,day-to-day,toe,3,12/18/2019,12/20/2019,2,3,Thursday
3/16/2021,Timberwolves,Jarrett Culver,Jarrett Culver,placed on IL with left big toe injury,,2021,March,2021-03,other / unspecified,toe,,12/18/2019,12/20/2019,2,3,Tuesday
4/29/2021,Timberwolves,Jarrett Culver,Jarrett Culver,placed on IL with surgery on right ankle (out for season),,2021,April,2021-04,out for season,ankle,180,12/18/2019,12/20/2019,2,3,Thursday
12/23/2021,Grizzlies,Jarrett Culver,Jarrett Culver,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/23/2021,1/3/2022,11,12,Thursday
4/7/2022,Grizzlies,Jarrett Culver,Jarrett Culver,placed on IL with sore right knee,,2022,April,2022-04,other / unspecified,knee,,12/23/2021,1/3/2022,11,12,Thursday
12/19/2022,Hawks,Jarrett Culver,Jarrett Culver,placed on IL,,2022,December,2022-12,other / unspecified,Other,,12/27/2022,12/28/2022,1,2,Monday
12/27/2022,Hawks,Jarrett Culver,Jarrett Culver,placed on IL with illness,,2022,December,2022-12,other / unspecified,illness,,12/27/2022,12/28/2022,1,2,Tuesday
1/3/2016,Nets,Jarrett Jack,Jarrett Jack,torn ACL in right knee (out for season),,2016,January,2016-01,out for season,knee,180,1/13/2016,6/15/2016,154,155,Sunday
1/4/2016,Nets,Jarrett Jack,Jarrett Jack,placed on IL with torn ACL in right knee (out for season),,2016,January,2016-01,out for season,knee,180,1/13/2016,6/15/2016,154,155,Monday
1/13/2016,Nets,Jarrett Jack,Jarrett Jack,surgery on right knee to repair torn ligament (out for season),,2016,January,2016-01,out for season,knee,180,1/13/2016,6/15/2016,154,155,Wednesday
3/3/2017,Pelicans,Jarrett Jack,Jarrett Jack,right knee injury (DTD),,2017,March,2017-03,day-to-day,knee,3,3/3/2017,3/6/2017,3,4,Friday
10/19/2017,Knicks,Jarrett Jack,Jarrett Jack,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/19/2017,10/21/2017,2,3,Thursday
3/11/2017,Mavericks,Jarrod Uthoff,Jarrod Uthoff,placed on IL,,2017,March,2017-03,other / unspecified,Other,,3/11/2017,3/13/2017,2,3,Saturday
3/17/2017,Mavericks,Jarrod Uthoff,Jarrod Uthoff,placed on IL,,2017,March,2017-03,other / unspecified,Other,,3/11/2017,3/13/2017,2,3,Friday
3/25/2017,Mavericks,Jarrod Uthoff,Jarrod Uthoff,placed on IL,,2017,March,2017-03,other / unspecified,Other,,3/11/2017,3/13/2017,2,3,Saturday
12/20/2015,Bucks,Jason Kidd,Jason Kidd,surgery on hip (out indefinitely),,2015,December,2015-12,indefinitely,surgery,30,12/20/2015,1/25/2016,36,37,Sunday
10/21/2021,Clippers,Jason Preston,Jason Preston,placed on IL with right foot injury (out for season),,2021,October,2021-10,out for season,foot,180,10/21/2021,6/15/2022,237,238,Thursday
11/9/2015,Magic,Jason Smith,Jason Smith,sore left knee (DTD),,2015,November,2015-11,day-to-day,knee,3,11/11/2015,11/13/2015,2,3,Monday
11/11/2015,Magic,Jason Smith,Jason Smith,placed on IL,,2015,November,2015-11,other / unspecified,Other,,11/11/2015,11/13/2015,2,3,Wednesday
11/13/2015,Magic,Jason Smith,Jason Smith,sore left knee (DTD),,2015,November,2015-11,day-to-day,knee,3,11/11/2015,11/13/2015,2,3,Friday
2/10/2016,Magic,Jason Smith,Jason Smith,back spasms (DTD),,2016,February,2016-02,day-to-day,back,3,11/11/2015,11/13/2015,2,3,Wednesday
10/24/2016,Wizards,Jason Smith,Jason Smith,sore ribs (DTD),,2016,October,2016-10,day-to-day,rib,3,10/24/2016,10/27/2016,3,4,Monday
12/18/2016,Wizards,Jason Smith,Jason Smith,strained right hamstring (DTD),,2016,December,2016-12,day-to-day,hamstring,3,10/24/2016,10/27/2016,3,4,Sunday
10/20/2017,Wizards,Jason Smith,Jason Smith,placed on IL with sprained right shoulder,,2017,October,2017-10,other / unspecified,shoulder,,10/24/2016,10/27/2016,3,4,Friday
12/5/2017,Wizards,Jason Smith,Jason Smith,knee injury (DTD),,2017,December,2017-12,day-to-day,knee,3,10/24/2016,10/27/2016,3,4,Tuesday
2/14/2018,Wizards,Jason Smith,Jason Smith,placed on IL with illness,,2018,February,2018-02,other / unspecified,illness,,10/24/2016,10/27/2016,3,4,Wednesday
3/2/2018,Wizards,Jason Smith,Jason Smith,placed on IL,,2018,March,2018-03,other / unspecified,Other,,10/24/2016,10/27/2016,3,4,Friday
1/21/2019,Bucks,Jason Smith,Jason Smith,placed on IL,,2019,January,2019-01,other / unspecified,Other,,1/21/2019,1/25/2019,4,5,Monday
2/2/2019,Bucks,Jason Smith,Jason Smith,placed on IL with sore left knee,,2019,February,2019-02,other / unspecified,knee,,1/21/2019,1/25/2019,4,5,Saturday
11/5/2016,Bucks,Jason Terry,Jason Terry,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/5/2016,11/6/2016,1,2,Saturday
12/6/2017,Bucks,Jason Terry,Jason Terry,strained left calf (DTD),,2017,December,2017-12,day-to-day,calf,3,11/5/2016,11/6/2016,1,2,Wednesday
12/6/2017,Bucks,Jason Terry,Jason Terry,placed on IL with strained left knee,,2017,December,2017-12,other / unspecified,knee,,11/5/2016,11/6/2016,1,2,Wednesday
11/19/2023,Raptors,Javon Freeman-Liberty,Javon Freeman-Liberty,sprained left ankle (DTD),,2023,November,2023-11,day-to-day,ankle,3,11/19/2023,11/21/2023,2,3,Sunday
1/28/2020,Celtics,Javonte Green,Javonte Green,placed on IL with sore left knee,,2020,January,2020-01,other / unspecified,knee,,1/28/2020,1/29/2020,1,2,Tuesday
8/21/2020,Celtics,Javonte Green,Javonte Green,placed on IL with sprained right knee (out for season),,2020,August,2020-08,out for season,knee,180,1/28/2020,1/29/2020,1,2,Friday
8/25/2020,Celtics,Javonte Green,Javonte Green,arthroscopic surgery on right knee to repair torn meniscus (out for season),,2020,August,2020-08,out for season,knee,180,1/28/2020,1/29/2020,1,2,Tuesday
12/30/2020,Celtics,Javonte Green,Javonte Green,placed on IL with NBA health and safety protocols,,2020,December,2020-12,other / unspecified,Other,,1/28/2020,1/29/2020,1,2,Wednesday
12/3/2021,Bulls,Javonte Green,Javonte Green,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/3/2021,12/18/2021,15,16,Friday
1/1/2022,Bulls,Javonte Green,Javonte Green,placed on IL with strained right adductor,,2022,January,2022-01,other / unspecified,Other,,12/3/2021,12/18/2021,15,16,Saturday
2/12/2022,Bulls,Javonte Green,Javonte Green,placed on IL with right foot injury,,2022,February,2022-02,other / unspecified,foot,,12/3/2021,12/18/2021,15,16,Saturday
12/4/2022,Bulls,Javonte Green,Javonte Green,placed on IL with sore right knee,,2022,December,2022-12,other / unspecified,knee,,12/3/2021,12/18/2021,15,16,Sunday
12/18/2022,Bulls,Javonte Green,Javonte Green,placed on IL with sore right knee,,2022,December,2022-12,other / unspecified,knee,,12/3/2021,12/18/2021,15,16,Sunday
1/9/2023,Bulls,Javonte Green,Javonte Green,placed on IL with sore right knee (eventual surgery),,2023,January,2023-01,post-surgery,knee,60,12/3/2021,12/18/2021,15,16,Monday
1/11/2023,Bulls,Javonte Green,Javonte Green,arthroscopic debridement surgery on right knee (out indefinitely),,2023,January,2023-01,indefinitely,knee,30,12/3/2021,12/18/2021,15,16,Wednesday
3/24/2023,Bulls,Javonte Green,Javonte Green,right knee injury (DTD),,2023,March,2023-03,day-to-day,knee,3,12/3/2021,12/18/2021,15,16,Friday
3/26/2023,Bulls,Javonte Green,Javonte Green,placed on IL with right knee injury,,2023,March,2023-03,other / unspecified,knee,,12/3/2021,12/18/2021,15,16,Sunday
12/8/2024,Pelicans,Javonte Green,Javonte Green,sore left ankle (DTD),,2024,December,2024-12,day-to-day,ankle,3,12/8/2024,12/15/2024,7,8,Sunday
10/19/2017,Clippers,Jawun Evans,Jawun Evans,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/19/2017,10/24/2017,5,6,Thursday
1/22/2018,Clippers,Jawun Evans,Jawun Evans,sore lower abdominal (DTD),,2018,January,2018-01,day-to-day,Other,3,10/19/2017,10/24/2017,5,6,Monday
1/24/2018,Clippers,Jawun Evans,Jawun Evans,sore lower abdominal (DTD),,2018,January,2018-01,day-to-day,Other,3,10/19/2017,10/24/2017,5,6,Wednesday
1/26/2018,Clippers,Jawun Evans,Jawun Evans,placed on IL with sore lower abdominal,,2018,January,2018-01,other / unspecified,Other,,10/19/2017,10/24/2017,5,6,Friday
3/30/2018,Clippers,Jawun Evans,Jawun Evans,abdominal injury / sports hernia / athletic pubalgia (out for season),,2018,March,2018-03,out for season,Other,180,10/19/2017,10/24/2017,5,6,Friday
4/3/2018,Clippers,Jawun Evans,Jawun Evans,placed on IL with abdominal injury / sports hernia / athletic pubalgia (out for season),,2018,April,2018-04,out for season,Other,180,10/19/2017,10/24/2017,5,6,Tuesday
3/27/2021,Pelicans,Jaxson Hayes,Jaxson Hayes,placed on IL with sprained right wrist,,2021,March,2021-03,other / unspecified,wrist,,3/27/2021,3/29/2021,2,3,Saturday
10/19/2022,Pelicans,Jaxson Hayes,Jaxson Hayes,elbow injury (DTD),,2022,October,2022-10,day-to-day,Other,3,3/27/2021,3/29/2021,2,3,Wednesday
11/6/2023,Lakers,Jaxson Hayes,Jaxson Hayes,placed on IL with ankle injury,,2023,November,2023-11,other / unspecified,ankle,,11/6/2023,11/10/2023,4,5,Monday
11/30/2023,Lakers,Jaxson Hayes,Jaxson Hayes,placed on IL with sore left elbow,,2023,November,2023-11,other / unspecified,Other,,11/6/2023,11/10/2023,4,5,Thursday
3/31/2024,Lakers,Jaxson Hayes,Jaxson Hayes,bruised left calf (DTD),,2024,March,2024-03,day-to-day,calf,3,11/6/2023,11/10/2023,4,5,Sunday
11/13/2024,Lakers,Jaxson Hayes,Jaxson Hayes,placed on IL with ankle injury,,2024,November,2024-11,other / unspecified,ankle,,11/6/2023,11/10/2023,4,5,Wednesday
11/27/2024,Lakers,Jaxson Hayes,Jaxson Hayes,placed on IL with bruised ankle,,2024,November,2024-11,other / unspecified,ankle,,11/6/2023,11/10/2023,4,5,Wednesday
3/8/2025,Lakers,Jaxson Hayes,Jaxson Hayes,placed on IL with knee injury,,2025,March,2025-03,other / unspecified,knee,,11/6/2023,11/10/2023,4,5,Saturday
10/24/2023,Nuggets,Jay Huff,Jay Huff,fractured right rib (out indefinitely),,2023,October,2023-10,indefinitely,rib,30,10/24/2023,10/31/2023,7,8,Tuesday
12/19/2024,Grizzlies,Jay Huff,Jay Huff,placed on IL with sprained left ankle,,2024,December,2024-12,other / unspecified,ankle,,12/19/2024,12/27/2024,8,9,Thursday
12/22/2020,Clippers,Jay Scrubb,Jay Scrubb,foot injury (out indefinitely),,2020,December,2020-12,indefinitely,foot,30,12/22/2020,1/29/2021,38,39,Tuesday
11/1/2021,Clippers,Jay Scrubb,Jay Scrubb,placed on IL,,2021,November,2021-11,other / unspecified,Other,,12/22/2020,1/29/2021,38,39,Monday
11/23/2021,Clippers,Jay Scrubb,Jay Scrubb,placed on IL,,2021,November,2021-11,other / unspecified,Other,,12/22/2020,1/29/2021,38,39,Tuesday
12/3/2021,Clippers,Jay Scrubb,Jay Scrubb,placed on IL,,2021,December,2021-12,other / unspecified,Other,,12/22/2020,1/29/2021,38,39,Friday
12/20/2021,Clippers,Jay Scrubb,Jay Scrubb,placed on IL,,2021,December,2021-12,other / unspecified,Other,,12/22/2020,1/29/2021,38,39,Monday
12/26/2021,Clippers,Jay Scrubb,Jay Scrubb,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/22/2020,1/29/2021,38,39,Sunday
2/2/2022,Clippers,Jay Scrubb,Jay Scrubb,placed on IL with toe injury (out for season),,2022,February,2022-02,out for season,toe,180,12/22/2020,1/29/2021,38,39,Wednesday
2/9/2022,Clippers,Jay Scrubb,Jay Scrubb,surgery on right foot (out for season),,2022,February,2022-02,out for season,foot,180,12/22/2020,1/29/2021,38,39,Wednesday
